identity,vote_identity,name,rank,activated_stake,stake_weight,stake_ratio,commission,is_jito,jito_commission_bps,version,delinquent,skip_rate,wiz_skip_rate,vote_success,uptime,wiz_score,above_halt_line,first_epoch_with_stake,first_epoch_distance,ip_city,ip_country,ip_asn,ip_org,asn_concentration,tpu_ip,tpu_ip_concentration,city_concentration,epoch,apy_estimate,staking_apy,jito_apy,total_apy,description,website
BXnrt36feBqtJ3zXAXL6REPKZVhKrntK1FnucnL8Ks8U,45EFuLYe3dENpTgxTb44xB7NCozKdZpdFoJigUPPfAMj,,1386,360.601542246,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,401.0,0,Washington,United States,AS18450,"Webnx, Inc.",0.0,216.158.91.2,0.0,0.0,812,0.0,0.0,,0.0,,
BXoNGzhaW2R71avxDbMofBTnqH9FMsQmXVAXR1Xshrk,1iD1fPWCyr7VmEwZ9ShtmiK98D4KTSSwXwbA3CDshrk,Vanderbilt Blockchain,1387,7.00363778,0.0,0.0,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,822.0,0,New York,United States,AS29802,Hivelocity Ventures Corp,0.0,66.165.233.214,0.0,0.0,888,0.0,0.0,,0.0,"Student-led validator operated by Vanderbilt University students, powered by SharkLabs",https://vanderbiltblockchain.framer.website/
By3w6sE4eWncs2s1SW8hoHL8eSFZdD4S9sMSVPwrf9Wn,1bB6Z9iaL1TM4VTo54B5w1FgCXFDbbtVkVJu4VbiNNc,Stake Sultan,1388,2.3677798240000003,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,351.0,0,Chicago,United States,AS204770,CHERRYSERVERS INFRA,0.0,185.8.106.157,0.0,0.0,812,0.0,0.0,,0.0,"High-performance server, high APY",
BYskuViUq2PR9vLxWxaVUdRsV2dvsCyAKTMvqM7wxwsQ,6yUB9HX282vdDpiGsr98h1FeQL1beZt5xcjyX4sAcLUL,,1389,1678.322714669,0.0,0.0001,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,454.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
BZBKHmW1DhBaAPojxWBQ26vGz42Y7MtNviFZWpc6nGLb,AGXZemZbyZjz5NBhufcob2pf8AXnr9HaGFUGNCfooWrB,,1390,391.213260574,0.0,0.0,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,155.0,0,Šiauliai,Republic of Lithuania,AS16125,Dedicated Servers,0.0,46.166.162.131,0.0,0.0,933,0.0,0.0,,0.0,,
C1mJ4tyS6GvabWk9GGqnWijnhSPzrSDtu8X3jhPZbpp,97DsFuV8H6RiFXSXds1k4RscrLPbbDnxG2CW7wDwqrZn,Satoshkin,1391,2.3696782290000002,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,361.0,0,Amsterdam,Netherlands,AS59642,net 1 1 1 0,0.0,84.32.189.80,0.0,0.0,812,0.0,0.0,,0.0,"With us you will earn more, spend less time and discover unique trading strategies",https://satoshkin.com
C219S526JWRzpPUm3FfAzobwZMDuo3DM63phtJpqAz75,Hjr3PbQPmyqe78AiTiMycpmTiVc3EDTguWGqZcrjNc6A,scr00ge,1392,235.38550925,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,404.0,0,Ogden,United States,AS18450,"Webnx, Inc.",0.0,64.130.51.42,0.0,0.0,812,0.0,0.0,,0.0,,
C3u5jBhghteokS4RwVGnSPHPyei2gtD7LHPgNxRnKcRo,568E22Vp87VCVWfCECSeMwJD4y5Yah45fyTJPHtsvA4o,,1393,1.00071712,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,755.0,0,New York,United States,AS60068,CDN NYC,0.0,,0.0,0.0,828,0.0,0.0,,0.0,,
C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx,7DCb5VuNx9XFqsaEgERyb5mwwRunDNtLRudCEoqhcz6N,,1394,5.384198381,0.0,0.0,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,241.0,0,Oslo,Norway,AS34989,Servetheworld AS,0.0,217.170.192.106,0.0,0.0,919,0.0,0.0,,0.0,,
C4vi5tE3tTpBLMheM55t7NRinp9fvMywqaiQhr5YUSy8,CUimiP7i4bEcb375bpY11hHoAXNnjxsX46yo8eZ53SNA,,1395,0.0030281540000000003,0.0,0.0,100,False,0.0,unknown,True,100.0,0.0,0.0,0.0,0.0,False,439.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,104.37.185.222,0.0,0.0,812,0.0,0.0,,0.0,,
C5db5jChEH6cysJSeWhCLSqfRabbT3wRywimRP2RSo4m,AnWZ2SoGMKWtHjtgUNZ1aNPnfAQRLSoXHSxqcwM25jQr,,1396,2741.8466111870002,0.0,0.0002,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,479.0,0,Englewood Cliffs,United States,AS19318,"Host Department NJ, LLC",0.0,67.217.51.166,0.0,0.0,812,0.0,0.0,,0.0,,
C5G5FfLmhhcY4oGJ7vmXT472BU7LixPiVofNbs5Nyv2T,9EW9kJVj4GYqXmFcN7XzfxuUEfrB5HLm5jsBNscdBBXb,Forever,1397,22.186374763,0.0,0.0,7,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,617.0,0,London,United Kingdom,AS16276,Gniewek Andrzej,0.0,51.195.234.217,0.0,0.0,812,0.0,0.0,,0.0,,
C5KvgUFkL4cH6f56Hx135JYTcr9N7AhmNX1U4hxb51SF,9R4Qp6vJw6W8qEmXsfkfH4tP1PCCKkBbYQhdLU2CAY7o,,1398,122.51058855800001,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,439.0,0,Ogden,United States,AS18450,"Webnx, Inc.",0.0,64.130.51.42,0.0,0.0,812,0.0,0.0,,0.0,,
C5oTsyGA1gBvgWpvS6EaWGAgEKDBkMpQaPeLTiaLuYKi,EXEGg4fRhq7YqK62oKejKeErBHLJqM9tb6iqWpVaHWDD,fredrikmalmqvist,1399,30966.606214409003,0.0,0.0019,10,False,0.0,1.9.20,False,3.8461538461538,0.0,0.0,0.0,0.0,False,46.0,0,Falkenstein,Germany,AS24940,Hetzner Online GmbH,0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
C5TthXav4QvdVKLG4Y7rvSiP4wezVpHJgFSxep1gFWJp,3dJUwez313Mq9xURU5BYEc9LKc16w5Je9Q4RUVax6FTQ,,1400,43847.251322374,0.0,0.0027,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,535.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
C6AwEu3aSxuA5jFGnWC1dQpVpPiDSoi7eM7hXo4agtwm,5kJituZ6Jg99XUT2CQP4GRgCmhJqF1DVbZcYk6aAHdTx,Vevaditess,1401,2.2108322950000003,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,404.0,0,Santa Clara,United States,AS14576,Hosting Solution Ltd.,0.0,162.248.226.21,0.0,0.0,812,0.0,0.0,,0.0,,
C7cGvcNECbMXWEL2moJ9xLHsWheEbwKi9ZUrNdAkBE2n,CraRZ3Pk5mJC2sfGXGH2rFRYjr8LPVz2gLowNbujcND3,Allot Cash Stake,1402,58.301978322000004,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,358.0,0,Šiauliai,Republic of Lithuania,AS16125,VPS IPs,0.0,5.199.170.23,0.0,0.0,812,0.0,0.0,,0.0,Cryptocurrencies are unstoppable. They will be everywhere. The world and the authorities will have to adapt,https://allot.cash/
C8H7mCWTYDX3LJUgAH5hqmVUQAwdAyHpybTZgvfCJDaM,NDhC4NhBhBweYsmMxpSLci49RFpFuz6dD7bXLzY8bSX,Solarium 🌞,1403,78.033222803,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,410.0,0,Oslo,Norway,AS34989,Servetheworld AS,0.0,83.143.83.102,0.0,0.0,861,0.0,0.0,,0.0,"If performance matters to you, stake here.",https://solarium--gf517li.gamma.site/
CaFVE69gbivSihnMR4ftcifvRFG5t1jR5sxhU9bHXcjU,23Zb7GQBxknEZcBQYAgbjaE9Z8waYcgig6aFUV6birfy,,1404,16438.646711964,0.0,0.001,10,False,0.0,unknown,True,100.0,0.0,0.0,0.0,0.0,False,399.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,209.159.151.54,0.0,0.0,812,0.0,0.0,,0.0,,
CakcnaRDHka2gXyfbEd2d3xsvkJkqsLw2akB3zsN1D2S,9bRDrYShoQ77MZKYTMoAsoCkU7dAR24mxYCBjXLpfEJx,,1405,2.00071712,0.0,0.0,100,False,0.0,1.16.23,True,0.0,0.0,0.0,0.0,0.0,False,13.0,0,Tokyo,Japan,AS396356,Latitude.sh LTDA,0.0,189.1.164.139,0.0,0.0,812,0.0,0.0,,0.0,,
cami5ixFFZD3jLdX8Ef5tu8o21reSGoE3GpGRrQyP4z,4ysUQbvWDjUdRprcjaBEH4V2VqPJgrPSwRsS6ATTMbiB,CamiLLe 🐘 + MEV rewards,1406,381.206887983,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,178.0,0,Frankfurt,Germany,AS396356,Latitude.sh,0.0,67.213.121.179,0.0,0.0,849,0.0,0.0,,0.0,Stake with a validator in a high performance and secure data center. Running Jito validator client so you can receive Maximum Extractable Value (MEV) rewards.,https://camille.digital
caraQ1NEwdXDjP8RE28XhiPmzCGNqF5zLNqvjoeDNQ3,CaraHZBReeNNYAJ326DFsvy41M2p1KWTEoBAwBL6bmWZ,CARASOL,1407,10.005913249,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,563.0,0,Samara,Russia,AS197235,avantel public services,0.0,46.29.74.114,0.0,0.0,812,0.0,0.0,,0.0,Perfect validator of Solana with 0% fee+MEV,https://carasol.xyz
CAtREgVaNyQxuGPcWffxzgAkq7CgzoznFyL8iC8F1Vvi,DsDW8qZMQdBE7tQnH5EZFccDGnJbxJEtfrjMM4ydRvCC,,1408,36.947799513,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,794.0,0,Frankfurt,Germany,AS29066,Velia.net Internetdienste GmbH,0.0,37.61.214.167,0.0,0.0,812,0.0,0.0,,0.0,,
Cayzy3AWZfUK4MpBvdEEJRdJY7tE95EAMLzGauuyHcg1,HUxgBvmLRewFXnVme5QcxrQkNtnvAYqfULGU82tfRZBr,Brr Brr Patapim,1409,526.275805385,0.0,0.0,100,False,0.0,3.0.8,True,0.0,0.0,0.0,0.0,0.0,False,758.0,0,Amsterdam,Netherlands,AS20326,TeraSwitch,0.0,64.130.42.172,0.0,0.0,884,0.0,0.0,,0.0,"Così Patapim, con gran confusione, soffiò nel pallone con emozione. Slim volò, con un grande BOOM, sparendo nel cielo come un bel fungo di fumo! Ora Patapim balla nel vento.",
Cb7kpAdJF7ukAyy6RdQK3JXzAGUW7ZyDjhBQ9bKKg9cn,2M1ERLt16oyrbqDHTfsT3HfDrx4jDuYgrrXctvUo6Ybv,,1410,10.006229497000001,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,470.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
Cbffhd9FrPZHzTSPboS6jRNfTfmjzJUBgMy1ukfvzKx8,D55pKEVajSQJtxCfF65UJLSXkTpCRaEqrC3a6GRDj1CD,depool,1411,66.62876701500001,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,401.0,0,Ogden,United States,AS18450,"Webnx, Inc.",0.0,216.18.219.222,0.0,0.0,812,0.0,0.0,,0.0,,
CBRLVAZUHHLJomYzEvFJFcRKcLWTqAsrT4YuKXtyScbK,D1byJYPaDggK1Gswj4uBtpCDXES721M7JjhMxk6hTBjH,,1412,0.00871712,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,520.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
CbVp3Sb3iKYGS8iQT3pQskAo2bqAQRuFBdeFCTfCAN4Y,2qsJLygBZ2XoYkRtkngH4fH4CtFmzfnjARbtMSWkZAQs,Apex Stake,1413,7.591256783,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,349.0,0,Moscow,Russia,AS28917,Colocation Services,0.0,80.77.175.79,0.0,0.0,824,0.0,0.0,,0.0,Trusted Solana validator. Earn rewards while supporting decentralization—stake with Apex today!,https://apexstake.club
cBYbGeACrgaqNNoE1zFTveRZGozE6G4q6X6ntnCshrk,VMqRkZTWE5pX8AEow5jqYYxn6QkzLBL94woT2etshrk,Boiler Blockchain,1414,93.85171734900001,0.0,0.0,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,822.0,0,New York,United States,AS29802,"Hivelocity, Inc.",0.0,23.92.67.238,0.0,0.0,888,0.0,0.0,,0.0,"Student-led validator operated by Purdue University students, powered by SharkLabs",https://www.boilerblockchain.org
CbyfiyQAy9pyWKrAv3KViqHgcDPQ9ECmYx3eaQoV5hBw,HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY,0xDEAD,1415,2525.7890773960003,0.0,0.0002,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,586.0,0,Moscow,Russia,AS215457,DCS LLC,0.0,84.32.187.24,0.0,0.0,812,0.0,0.0,,0.0,,
CCaCbU2m4QKxe2hdEW9cGm1rM5q5fD6yeqV4xFK8ES4L,6aM8GTtjdEQseVJmptnXQ7ndCKMGK4qunisuU5GDu9Fs,DonRomero,1416,1167.96509409,0.0,0.0001,7,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,411.0,0,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",0.0,45.63.18.245,0.0,0.0,812,0.0,0.0,,0.0,,
CCEoqjRZMFvwyv9ioZrhRGeyQdudRSoVACGSK4xoDpQS,QEpV7XVgtEQZxBhL1yuzr6cxnVFW4vGPwAzPddGTxeD,Chedda,1417,8.505175647,0.0,0.0,0,False,0.0,1.17.33,True,0.0,0.0,0.0,0.0,0.0,False,615.0,0,Düsseldorf,Germany,AS51167,Contabo GmbH,0.0,178.18.246.232,0.0,0.0,812,0.0,0.0,,0.0,The original culture token that started it all. Make cheese with us,https://www.cheddasol.com/
CcTtRsmLJEjqsv5iyfXSYwjaUJdfrRK7AU9cHMnQfTb3,HiLaiF6HAUL2kYBsHcVb3CDws9c3dEphtfPbzDnKYFYB,Dutzu,1418,86.408958276,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,175.0,0,Amsterdam,Netherlands,AS206264,Amarutu Technology LTD,0.0,89.42.231.230,0.0,0.0,868,0.0,0.0,,0.0,,
Ccw4n1JNzcjdEUTYorfZPATWHfmBKV7BHnJ8YDyzqh5s,F2aGhv2o1j6zzBPrfdiXuSSek17nPwXqHqwKMdW8Rfxc,Skeleton Validator,1419,57.4551668,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,206.0,0,Münster,Germany,AS47447,m GmbH,0.0,212.83.42.121,0.0,0.0,876,0.0,0.0,,0.0,Validator | Many years in infrastructure | Supporting Solana & decentralization,http://project12628613.tilda.ws/
CCxPQkC3bV1SYeTrFE1h8RoQDKPHvwqgurRAwwenZKcd,3G2LbFd2HMvtQRtgSWD5Z24E2YJo5B6CTTrgLRiYk6Ar,,1420,0.002001566,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,521.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
CCzBYdGfETzRE2PYCLSX2aqo1pHPsagzLaZxnwa3N7XQ,6zQxjGdH1yfXSGCdBmxfRLx5hE4Zgh4zQE5mmb7Px2ax,Radium,1421,2.399154121,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,349.0,0,Secaucus,United States,AS19318,"Interserver, INC",0.0,141.98.216.83,0.0,0.0,812,0.0,0.0,,0.0,,https://solana.com
Cdbx9F7eHg9FxMFoVSMeoDrs4LVSewadsZ4VrmdaR86t,A5wXk59zw1zpoEQLXAA8pJurA4ghr9cA8ZyX92FxK9Lv,,1422,2.207892749,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,353.0,0,Beauharnois,Canada,AS16276,"OVH Hosting, Inc.",0.0,141.98.216.131,0.0,0.0,812,0.0,0.0,,0.0,,
CDGnuRy1sg55dCxJWJ3VSUrrriwaokVTNHaPLKBaABLV,9a7VQpVNCwBKEiADAr4EHW52CTesXnDDfnPvvp7qRFyP,Lemanpay,1423,2.37068248,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,391.0,0,Šiauliai,Republic of Lithuania,AS16125,VPS IPs,0.0,5.199.170.13,0.0,0.0,812,0.0,0.0,,0.0,Mainnet-validator,https://lemanpay.net
CekBnbrMcy8sadVay9gBjp5W7heeGsx4siSGD43nhps4,2y2pN96NmU2dEh3q9hgrnjiKJXzMjS2sgznCQdfxD7Co,,1424,1.9977171200000001,0.0,0.0,100,False,0.0,1.17.28,True,0.0,0.0,0.0,0.0,0.0,False,594.0,0,Düsseldorf,Germany,AS51167,Contabo GmbH,0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
cerEEJJsaZJwupXWHJt5o5iobAgmLw8nVePA3qvaB4m,DFciHT8BrdMwUqQj5s1uzuN4u7EZ8qzkCgEEYTsF36uD,CryptoBox,1425,2.301901743,0.0,0.0,7,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,276.0,0,Frankfurt,Germany,AS44486,Solutions Virfect,0.0,103.252.88.219,0.0,0.0,812,0.0,0.0,,0.0,,https://www.validators.app
CF4XtqQ4ZzjfWeWF4uBcmFYZ7nUGJZ9GCoyFnhdgbPkB,WTpLibwKTmWo15cRBtJFiBU6NoN8qZEnMDMkuM7N1rH,PlusX,1426,72.454942564,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,558.0,0,Amsterdam,Netherlands,AS59642,net 1 1 1 0,0.0,74.118.139.93,0.0,0.0,812,0.0,0.0,,0.0,Stake with me!,https://plusx2012.pro
CFeXt8sBqgagHSkbsPfw9MpbffmxwBVKp6Jdjc8yACeQ,4NhuurEJimA7Y3heUb9ejnGbUXKsCws3RsbHLCL6FxXx,,1427,2.297691141,0.0,0.0,7,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,397.0,0,Englewood Cliffs,United States,AS19318,"Host Department Nj, LLC",0.0,205.209.125.142,0.0,0.0,812,0.0,0.0,,0.0,,
CGoT67sSerk9ckwin6yY4mna3ymLxxKNqdYeQZ9xNdkD,2BGBakG9kjmZAaygVmAuUrBSqBZt8p5FVabbStxHEXUj,MoonyTonny,1428,223.52727078700002,0.0,0.0,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,200.0,0,Roubaix,France,AS16276,OVH SAS,0.0,57.128.21.247,0.0,0.0,812,0.0,0.0,,0.0,,
CHaH4FPhSKqH59E77R3GkpUGnHeLfXnT5wFCpLNw6JWH,5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,GERvalidator 🇩🇪,1429,335.604127874,0.0,0.0,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,216.0,0,Frankfurt,Germany,AS8220,INFARE SOLUTIONS A S,0.0,64.130.50.45,0.0,0.0,812,0.0,0.0,,0.0,GERvalidator - professional validation service from Germany,https://gist.github.com/GERvalidator
ChB6C6dmNujAi79XtQLPKLL5SWdNLMShA7KKnrMMFF52,kWEiSEQZMeLAbMUiz1njRTZEjuSpJDCgVynB6pJHpcr,,1430,5930.149997642,0.0,0.0004,100,False,0.0,unknown,True,100.0,0.0,0.0,0.0,0.0,False,206.0,0,Oslo,Norway,AS34989,Servetheworld AS,0.0,217.170.205.154,0.0,0.0,933,0.0,0.0,,0.0,,
ChHrhSRP9AcWWwFrXxzXaZCDDvcWgAqWyVzkW8CmKHzK,EdrtTDHBiECSuzNLsZH63QgXNHuty6JVu5cAink12Tjg,bunny,1431,2326.121585619,0.0,0.0001,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,365.0,0,Santa Clara,United States,AS14576,Hosting Solution Ltd.,0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
CirTgEBygbHWj6198SDyLRg7d2Qfy7WwERrLokkjHeuM,G2v6wsh4xVHj1xMLtLFzX2hP6T1TTxti5ZxK3iv8TJQZ,,1432,56617.292774302005,0.0,0.0035,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,402.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
Cj9UuXrk8AJZByDN4SMtACgQQWcFAFrKEygwtErxrxWT,5woJQ7GLyexhbpT8wzQQV8keYgFhZaJWKf3QGHS4YPmd,Nautilus,1433,17.72895872,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,307.0,0,Frankfurt,Germany,AS29066,Velia.net Internetdienste GmbH,0.0,37.61.208.87,0.0,0.0,812,0.0,0.0,,0.0,The service for secure cryptocurrency stacking and ensuring smooth operation of the network,https://www.validators.app
CJhj3MQUcCHqG1zGjUTdBh6TehJpNR51JLZMbD6FjuED,E8yikg3Vw5d7siFXwASNumismpq8cLVfd4rf1vScwgC1,,1434,0.002001576,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,529.0,0,Moscow,Russia,AS35598,VNIIAES,0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
CJtJMo1bwttF5nq2noEk8YbbUikXWWAHtEYuqVbtNen2,JAc59DHJCxu9T1xSP1eaMD82aH3jGNqvwQYZkfA4JLy3,Shishaonthespot +MEV|JITO|PAL ✅,1435,135.85663655300002,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,560.0,0,Frankfurt,Germany,AS213896,FR1 Infra,0.0,64.130.50.45,0.0,0.0,812,0.0,0.0,,0.0,🚀 Jito MEV rewards | 🔥 High performance,https://shishaonthespot.godaddysites.com
CMge6L6Xmu4LTmDWsQ53oHDjnEPubHjSaf3FVqPHGAmJ,4MWe29W51m5dJxqintK35fWsUkKrnPujXvhHhfZY1hij,,1436,48.99771732,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,691.0,0,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",0.0,149.28.236.222,0.0,0.0,812,0.0,0.0,,0.0,,
CmHAicGXp6boDhgp7Kb1JbPcvf7GstyK2yMyMxZY2pKU,BKccvpa2f5McCLjE91pSGzEY6Ac5sWm1jmHy5QmZ1vTm,TDRSystems,1437,1.070547159,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,351.0,0,Šiauliai,Republic of Lithuania,AS16125,VPS IPs,0.0,5.199.170.100,0.0,0.0,907,0.0,0.0,,0.0,High performance and professional validator. Best uptime and 24/7 support.,https://tdrsys.io/
cmshPgUzd5iDkyZxPfUvepRSLtNV47Ks5AGu4KvKqY6,RAREcr3SmDePhWD4Je1qEh1UMCQD5MFaDHF7UTzezQh,CMS Holdings,1438,7.0000904880000006,0.0,0.0,4,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,327.0,0,Cambridge,United States,AS398427,"Moderna, Inc.",0.0,185.172.191.8,0.0,0.0,888,0.0,0.0,,0.0,CMS Holdings LLC,http://cmsholdings.io/
CmuXhNTQBjoRjEg898T2VsT8R7Du8nosZzzwBs6cJyPX,AbJsAqkCJZJ9mSvfFxZLpgrWuHB3N6cnSWjCwo12MEwM,,1439,1478.585862135,0.0,0.0001,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,536.0,0,Limburg,Germany,AS16276,OVH SAS,0.0,141.95.98.127,0.0,0.0,812,0.0,0.0,,0.0,,
Cn2GFnp4H4mejHtR4GbV6ga48qoceZefzxNU68PxCcK8,FREmqYChVguBY79QH34noG71P5EJywGJ8rH3LkN9cZbK,validatorLE,1440,70.81526723,0.0,0.0,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,402.0,0,Ogden,United States,AS18450,"WebNX, Inc.",0.0,141.98.216.131,0.0,0.0,812,0.0,0.0,,0.0,,
CNCSQc3yqRmoLjYfRvuAdohn87G9UNMSoa1LM9ZU1XrW,D7uBFNgP2AYZYZT7d5nCRhmrGf2ZBUPhd3HhT8hztnya,,1441,44233.592375325,0.0,0.0027,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,496.0,0,Secaucus,United States,AS19318,"Interserver, Inc",0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
CNhoQcXia4kvPu37sTZcLyGLqQjHhBXJ6KFDcJyaefVi,A9imXij39MJWMREfxxXxfcrU3jRezNuWXas5KgZgpi1V,Spongebob,1442,2.1931449410000003,0.0,0.0,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,758.0,0,Amsterdam,Netherlands,AS20326,TeraSwitch,0.0,64.130.42.166,0.0,0.0,880,0.0,0.0,,0.0,Live from the Bikini Bottom.,
cnodeTqF4LqSTFZHRbLRffUPunb1RmxSVZNRrCuxCSH,cvotehJbE3GoPGWWFGTPLfZev1XAeAUopH7Uh5CzXnS,Cardinal,1443,2210.8026109780003,0.0,0.0001,2,False,0.0,1.14.7,True,0.0,0.0,0.0,0.0,0.0,False,295.0,0,Newark,United States,AS29802,Private Customer,0.0,,0.0,0.0,812,0.0,0.0,,0.0,Cardinal Labs validator node,https://cardinal.so
CNRyYnXZjryxNdSUwztdmVFVuQPXvugQ1d2wtRTjjTb3,CCknLtNpJWNzq2cBrwqYxXR9oguZmaXtoMQQQDCec2xY,⚡GorillaSol⚡ 0%Fee+Jito MEV,1444,1776.332768808,0.0,0.0001,0,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,276.0,0,Moscow,Russia,AS215457,DCS LLC,0.0,31.128.59.209,0.0,0.0,889,0.0,0.0,,0.0,"Hello friends! GarillaSol is a reliable and profitable validator, we work for you 24/7. We value every steak, let's protect the Solana network together!",https://stakewiz.com/validator/CCknLtNpJWNzq2cBrwqYxXR9oguZmaXtoMQQQDCec2xY
Cojx5PvyY48UdqzxyM7TRYTdhPDWUMBK9C5JoPB1qYNV,7UxHRYTt5PTTdTFega2nn7zg48NUW2QcKx6YuPtfoHhK,,1445,0.0030999430000000004,0.0,0.0,100,False,0.0,unknown,True,100.0,0.0,0.0,0.0,0.0,False,302.0,0,Miami,United States,AS23470,ReliableSite.Net LLC,0.0,103.195.101.231,0.0,0.0,812,0.0,0.0,,0.0,,
