token,sandwich_count,usd_price,symbol,name,decimals
AmAU36A9n6CAxU9uXAGUcLDYg8BUS1xyP4aj39JSyASG,191.0,0.000419611141144891,NODES,nodes.city,9.0
CmVUoJUt7hMGc9ze7s8zYdnA7enMfCAFdQCggxcbACWU,191.0,0.02778656107970997,CWU,Commonwealth,9.0
EefvzE8J1PqAvaL92dRMaMbhKdHs7Ft4CkH15uCZsvsy,191.0,1.3352419811787e-05,shark,Cocaine Shark,9.0
pKHhuhGoLBpYXrGvA2Cy21CNGXsRLJgx9Tw3ZwMiC5y,190.0,1.1300917897265e-05,WLFI,we lack financial intelligence,9.0
Cd5neAzzxSKLaXZTJ4LJhEqeQy4firFzkJv1G3mNsRYC,190.0,0.000259260875918923,FROGGY,FROGGY,9.0
7aqEQFFpNQcBMxDDTWHvwUxT7E9AC4ZcLCDLwvopBfQS,190.0,0.000139400604260484,돼지,살찐 못생긴 돼지,9.0
HHaMxzoEweF1nWVccUPdtJaRuWVV6QH1S5TbYM7yFCi6,189.0,1.155222558173236e-05,YANNICK,The Villain,9.0
3CrerGBW9vHmoKe4cQ2FbWNfMJEo3nDyZVxYaxzuqTBp,187.0,0.0006005791853346659,куся,Kusya,9.0
HGbdi2BMtwZ1c1YfD6AUohe8SazsSvYgpo5vtTRHcXLM,187.0,1.1345020270098e-05,赢麻了,赢麻了之歌,9.0
GCr5Mr6xYVLmNfaitNZvan3XcztsBrckJSb5mgD5L3NL,186.0,0.000179212292164513,돼지,살찐 못생긴 돼지,9.0
8fJ218FiyzZJXZFXj8MpgG6dzNznPF159YKxZEzke3RK,186.0,8.0313126962071e-05,CT,Crypto Twitter,9.0
y7eb5oXUDfuX8AnobLX1wLGhPCo8da1hf7dMEkszRmH,185.0,8.9070004215534e-05,1%,Join the 1%,9.0
9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,184.0,0.21277208095885336,Fartcoin ,Fartcoin ,9.0
7VE3pQ6ZfjkbzASYibNeWkbQeaeNpQEre2DmNZNgRDoL,182.0,0.000401940586487865,Chibinu,Chibinu,9.0
BmrKBbDiKVsKBGR4yBWt4vh4CCXyYpjn5LvQ1hhtoTcX,181.0,2.8530457518061e-05,milkers,milkers,9.0
CKp7P33zU3rURzZHATKceCRJr1hDYWG9w9bApv8Hcwun,181.0,0.00041849361185492,NODES,nodes.city,9.0
43jH6VQJL4ThZQMoRUxQpR3aKNu5dGwKPspRsZqBD2dv,180.0,8.0287073725299e-05,MrBaste,Mr Baste,9.0
2oGTdSdMMuP2YV5wcsYfGQKTmJtQGSKZ36Xacwrmbonk,180.0,1.70633845318261e-06,FIJI,FIJI Water,9.0
6q1KGwHPkZF2JEwr5CK6vXayrduZiB3FSr78Hp4sBr1X,179.0,1.1734506217128e-05,BYXO,Babyxeno,9.0
9wsbiJnpyrVjT9oTEws5iUkHG2UnMvemGVfhXxwYZGy9,179.0,1.1390661790299e-05,Trenchguy,Just a trenchguy,9.0
B3hTh2pRmEhgC8TY3ucVWLaxu67JU9B4Puwf7zSBZXbZ,178.0,3.740180073128045e-05,POV,How It Feels,9.0
66TnTK7S4kRVxAkGjC7CCG12P2WVc79iQYC6GsmT8MTD,177.0,7.8942082158832e-05,Shiva,Queen Shiva,9.0
FyPNSjBuXhymxP5ywLoK6Wpn547E1DNvNfbFR2uRWqpR,177.0,,,,
FhbZK4cXctWhkUTvN3SHnWyE5D6ohMLrEtJvfFuaMRqy,175.0,0.00041994923075891,Capy,Capy,9.0
776YkMxQYx6wMSdWEfLeYk95HJvWK5uGBV6g6FobaM4g,174.0,,,,
5UMTCdjRNM3rXmk2W2K72C7zhNQ97maZWLxMS5W3HT9D,174.0,0.000383099837896101,003,Analyst #3,9.0
HKEd5rEzqtSx4b4mpQWZZbAUiWWdmtqUXUYJosAw46Z7,173.0,0.000407102494611569,BOATGUY,Retarded Boat Guy,9.0
14g6cP5i9p8ubWctAAUHM6smZb2uUFGWUeY6Uqa42Vrh,173.0,0.000142647734406577,3,さすけ さくら まろん,9.0
BjYNUv4icn4nGSpsLSdxNbao25QNpUaMY9rERFUioqsi,172.0,,,,
F8PWD5sRBegMmgBfT4sPRSjnaYS2G4XwiQtR1LBXF2Pd,172.0,1.1294926681697e-05,Sykkuno,The Sykkuno Files,9.0
2LHduTSKWj4xsub1GJjdYBXpmMHUaSNTHZUDCfoHGHHD,172.0,0.00029792674598551,Entry,Generational Entry,9.0
8Tk7hRwrSV7427ncgBHhxShXDgpivg466csdPoP1psvt,172.0,2.6809048575048e-05,RayRay,rayraysweaponsandfirearms,9.0
6KyZTRBvLGDKSHSM2WhQPYYzcMxpvv7H4Y5YQT1xp3Kh,171.0,3.429008720104133e-05,GRLC,Garlicoin,9.0
8vKT4n5L6yuFfFX5hk6Yfy6uct6WRAABe6KM1UdNAZKV,171.0,,,,
5g5uzJF1Jg4fxedpGPsYX2q4zMtXieJCxVEr66Y6pump,171.0,1.56729836443865e-06,MII,mii,9.0
2D64c2yR76uqjtuZixJZAbrnZumWjRwey3e8toXznhuL,170.0,8.0607424413926e-05,P.E.N.I.S.,PersonalElectronicNicInhaleSys,9.0
DiM8oJua39cbateDN9zniFyMPFLdu53EJjQcUJjhsmQN,170.0,1.154801275141541e-05,500M,Worldcoin,9.0
CrLLLbi4wEQBHeNApNJR13jvcS2Hd3tiEZdAopb95aw9,170.0,0.000186322838359708,VDOR,VanguardDigitalOilReserve,9.0
7htXTNrday9z4p6jTYb6aC8htT7rkgDzACa9a594raaE,170.0,8.2615344532509e-05,AGI,A Giga Inu,9.0
HZD25fSyn3My9g3sYsTTy9KJdMLKVPJJUActySGwUyAE,169.0,0.000141565497806458,scihub,sci-hub,9.0
5arochV5PaBK3NDQz8MgA84RnYQTNhkgpN8GxEMfqLVN,169.0,8.2193450379076e-05,FTH,Flying Toilet Horse,9.0
9dHVVGyJX5ojR4U6hiEbHsJw9GVWYpzzzdTW8UkcdvPC,168.0,0.000417957521772704,MAN,A Eulogy for Man,9.0
H31VvWPs2BRYxx7oUmFic2MYZDaFdgaXoBcfbNpe7Xhv,166.0,0.000419086420549476,NODES,nodes.city,9.0
4yQuCYV143WPAWChiDUityHQUtje1CcstiPHUiSjFE8j,166.0,0.000389298918528005,NODES,nodes.city,9.0
3F6A86b1PfL6mEdRVrJ8RFRCmZXAkWgChLdgMs6T4Pg1,164.0,7.9532647700013e-05,Atkinson,Atkinson,9.0
5sWNWi5MQucpsfhba7dSD3yfCz6mhUaDmSvbcJQVuawQ,164.0,0.000406999859880772,Neukgu,늑구,9.0
6x4ZHLi4DE5DfLeS7APjrgBc36NDCDqCiaVGcusCgxC1,164.0,,,,
7Zm1UtX6DVt2fbcR6JRftDpv584uHGaSkypXj1gsWRDm,164.0,,,,
8oMmPboJV71unMJs8TqcRrpMK9mXuSQPtwEWnQqq1hG7,163.0,,,,
FkvNWE1g7Ab8samRenTymByjjRbVUAsrch6Bds4f7bDz,163.0,8.0307916896521e-05,Jeffwee,Jeffwee Upstein,9.0
5QKiZiCbt4mN9GAzCjjmtX2LZfG8Mrkhwe98F29QuzQY,163.0,0.000141779950597843,manlet,manlet,9.0
617j3YcgZpk2mxCVP96fmTeWDocVrQVB2JuAxgpksevG,162.0,7.9945504073191e-05,amewica,amewica,9.0
12tctDYg2LV8hsxj6CzXsau2bFZQRmG46L7437d5jjBz,160.0,9.6735316023848e-05,Moritz,My cat ❤️,9.0
Anw7YvofV5J7HJoLVBsgXjFn4WsX5S3AVVmKFEwC9srH,160.0,8.4148098532389e-05,MORITZ,Moritz,9.0
3ku7k8oWiEf9ikkKKML48QWfF4Um4Qk6d5jobgpzzRqz,160.0,1.48140024620256e-05,TPN,The Patriot Network,9.0
6r1scoRTW6v2AiuTrezveJnJK8wT5jMuNASjEeYyx1o2,159.0,0.000361022763050372,Aspen,Aspen,9.0
XpTwG6Pyn6n3rKry2DEcGLSrXTvcevuM3yYkxvkdaos,159.0,,,,
4wooGyoNpfaMY82ZUwdt2FvPAkMDd9Y483Pa5XooU5jp,158.0,0.000396291675529011,CLAWD,solanaclawd,9.0
yXRnzmnR6Lu27nPhBnSgfjgM8gyo4BknPtWpfWPEvqz,158.0,0.000439085008942233,IVU,IRANVSUSA,9.0
6QakVz5XcSMSaAJUkPB1Uwb3ZBWswNmkEbdm4gUZEg1f,158.0,2.5868763219457e-05,cub,cubcat,9.0
HbzF7z7rBAqM6B4XQMMuKvcAFbZMHvAPaV4eiaiTRaCT,157.0,1.1386480064362e-05,Chomp,Chromatic Chomp,9.0
CLCsb4JEXf8tCkS9PeLqwyytoNtppcZd5uT7bjsyHSqE,156.0,,,,
EB8KPAsfs1UkKsJU2hnPJQFYzsWvZKHDBPHo1DnZQnPe,155.0,3.5425296592786e-05,MYX,MYX,9.0
4nmSCAVdE8LrDcTZn4Xm3LRc4ieWuWm8XyjiYbTuXjXs,155.0,2.4065983696285e-05,PinkMoon,Pink Moon,9.0
32RNrBZnQKdsvtnyWKHYH2HZoWBNskfQBzvx7EUUJLd1,154.0,3.171706022370177e-05,Son,Son,9.0
C3EhtGu2v262YDaCZQEcQN4MJp7vWAZ8kNNweBoz9ZJA,154.0,,,,
3ffHXyvkeds8WnJPM7eEGB122QCDkPqgXZ2VMiJXEkQy,154.0,,,,
BcD7k21jj315wVRyLfsaJJZc4qEKcyTAwUBoXXcV8AU3,154.0,0.00017529325228414754,PAMP,PampFun,9.0
7PKZUeTjHybHJaKn6FFGxzhxcQdfRCzyjvywSUB1sf8A,153.0,0.000399133595185743,P.E.N.I.S.,PersonalElectronicNicInhaleSys,9.0
5X6DnBnSoiM9LFtuvk4k5QEZJYpuGnZznqZYRhZot9iQ,153.0,,,,
Gi4njA8C9rAXBUKDBpreL5keVT1DS6qaWmQUdop6gG8i,153.0,,,,
A6TXEVvQnCdaoPeZ3Zs65L24EvUCC72ANNfdGYeEdu8o,152.0,0.00020625369659639024,Work,Work Coin,9.0
CbkZYkbARN3qS8mMXFe4vhUajfH5FjTo2hHaCzfESTTF,151.0,0.000123620618601626,Aarany,The Protective Lioness,9.0
8rZJ4Mspdif6RrauL6M5Xutkw64ZEfBn9iQ2oW5N7zin,151.0,0.000165347917911518,ClawFC,AI Football League,9.0
6d19SvZvZX9Jmfg5hsQun22tmdabAqzXVFvLmKEarff8,151.0,5.4487386730615e-05,宠物AI剧,宠物AI剧,9.0
EiY6us3YnNGt1ezhDyXPsNkW8Q7nH8QwFiBGFu1EsGGE,151.0,4.5724272515451e-05,punp,pump n pray nigga,9.0
7F6NtVGX3o1DTHwDnwLjoaH26Nx4DupSTnV8SHhT8uqV,151.0,8.62737228147564e-05,ELON MUSK,ELON MUSK,9.0
7Ng5uXbszaZCcDRAKjDuQZcgs9nwgNaa1sMnRtjTbpbN,151.0,0.00016496286011198,PEACE,The Isolated House,9.0
EiEuJKJp1Uv59gPXXaFKioZ7ofcJfH4imVUiGp4YAznE,150.0,4.312597508951e-05,OPENCODE,CLAUDE AUTH BYPASS,9.0
3fSLEumU4XAtey1FZJk26sb1rTDUGTXWBRYC8qabGNUh,150.0,,,,
AzXV6QkD3RKtoCmQAVjHwnN4ST74dzALWvMFrWpfN8y4,149.0,7.3024452695958e-05,Muchamaru,Muchamaru,9.0
mdSF3zKnomu9wfGsbxzcurAN8tEmeoELtF2Wpe41kUW,149.0,2.6597843206901e-05,PUMPv1,PUMPv1,9.0
8ZBqU6g6uex35xoKhxMXLoyw3WNjEmgKHnbXJJpKPP9Q,149.0,0.033646476040814485,VDOR,Vanguard Digital Oil Reserve,9.0
2j2qGjNY2kJeWMERu2ZFMKFf5o3kxTKjV5iKgXhyq2B7,149.0,9.084081498898e-05,MGO,MGO,9.0
8Au3XxxM2EGjkZqxPa1WmNkb72uLdzknJVGHNFoSM4nk,149.0,0.000200568816208058,ニラ,Nira-Chan,9.0
GcTRh4t4BSBKwyDyGvo3GZW8Y1uU65aEf5Vr1vR2ARLe,148.0,1.2965209314406e-05,aun,aun,9.0
Wb34t6CHXYMBGXjCKQdwrC7oMFRSB9YukkBVaidNq6u,148.0,,,,
FcDh4KU5QAKgSU2GryiQ6mC9CDGQSUFcSZJ1fQGJpFq6,148.0,8.6652488372555e-05,Hitler,"Not wrong, Just early",9.0
6kqG1WHZAQmcCpkhN4XGZk9vzW5W5LETsh637kTrABnX,148.0,,,,
AcZGu1sLaFpbzXnS3tYCvHJk4cTXbULqNtX2RJVdpe73,148.0,8.4175500615906e-05,SOL,Sol The Trophy Tomato,9.0
EAYdV5gTSpHTzWJWxRkpNVjZGV35vBDP4E42MfCp2xb2,147.0,9.3243604546254e-05,LIFE,Life when SOL was 200$,9.0
CLymNiBoCGdPJ4YF4BKMEUi8sKMmeH4776dPcuQXqU5w,147.0,0.000149103380437154,LIVECOIN,TikTok Live Coin,9.0
EWpwrj9UfMj4R5LhWDmvMzPbqCf6xJn2xmaBiyzDWAiJ,147.0,9.4310227535719e-05,SIDELINED,SIDELINED,9.0
5jPFbqUCvR1pFYVkPABi9weW2JGyua3jDXkAmwnnK42v,147.0,6.640352928075e-05,ELUN,Elun Mask,9.0
6UJWuQNmF7Fuingzp2jrKigxScH7BtkHxN5ZuKzg2Hhg,146.0,9.0299261719025e-05,Dream,Never sell your dream,9.0
F2w64Bgssu6ES6kNBkUV5fsnS2Z3H7XqW619uF9zQzpu,146.0,,,,
5t74guFoz5HfvSrf6SCQBrtZNPnCu3ZzZ9mdAYfEeSFM,146.0,8.2279563909371e-05,TROUPE,The Troupe,9.0
AYj7MaEaw1utYY69EVnioHdenECd75y9EUqFZXHLtA3x,146.0,5.4467458538492e-05,15,15!,9.0
D7fUE5s7CpXztHdHjfW7vwS2U8RQByJ97VvSz1VzD9s1,146.0,4.9987169958388e-05,aun,aun,9.0
3em2HJpCrk6Csb1YFs4kKxDSerBPYcd1m2HinUyiJJCQ,145.0,0.000361054868905075,PFP,Pumpfun Pilly,9.0
FhXjavfmuvt6jX1uHhQXZhZpVZN2xY6KFntKnj5zAgYB,145.0,,,,
Fu94wM73UvWRFRJqYbKbuT3x3c5DETjPFNif3a5ZsmM7,145.0,,,,
B1r3oLN29oszGZPSfkY1p8Y3JPnF4DN1y3j3cFjtBqum,145.0,0.000111724037356085,QWHALE,Quantum Whale,9.0
G8c2tbkGTFbHbd3A4vYimiWV9CxDEJL4R3YyX8Zf4hWN,144.0,,,,
DpCzB6zYEq4rdX4n8i4EBkJnXVG47uNjdm2FKU2t6mSX,144.0,0.000106597605422661,AUTISM,Autism Coin,9.0
4p1HsbA5hmURKqrYsZcsocUEDSZkTGxnci25wCh5Wdyj,144.0,7.898769011461e-05,Goose,Aesops Fable,9.0
7EQhDTnrthuKTiFJeNevrfNuFwPh8Me42GQnRmjBvA6n,143.0,7.5042445889191e-05,Penguina,Penguina Non Grata,9.0
2DNBVRLBC26Dm6fGwhPTkokrGG9TFpbmLF5QebBJvkzB,143.0,0.000201223724457168,VDOR,Vanguard Digital Oil Reserve,9.0
DKZ981zgi5yJhdFpuF3HCDUKxLbdgbCroFssu6XhGp53,143.0,8.6503232289926e-05,dwudpul,dwudpul,9.0
4kbxFwvPVEMN1EvVVaPucLMLYchQK3H6psGuzeNGFB6S,142.0,5.2962459296698e-05,WOJI,wojimoji,9.0
3huhbSbWXUbbABi2ZzGxfpozbYshfShuyT7DCxhpcFJG,142.0,0.00010115634415867,PAPPY,Pappy The Poodle,9.0
DuLEjKtL3Wyw4ZZECs6bQrS46rPXhK8yZjhfRFnvzf25,142.0,,,,
BPoJQdrByTBkB2ydg6DUVwvugNHxo7B9fnV2EKLN2N1M,142.0,2.0130222218439e-05,clede,clede oi,9.0
3RnMyQ9c1u1kkh3E6sENmMV14D7GNVrxfxegsSVBCL9L,141.0,0.000401644434393999,NemoClaw,NemoClaw,9.0
KsVEY2Ch5h431q9ToaCig1MJ8v8xf77agGiCke3ckca,141.0,8.207752028985e-05,CHEESE,buy the cheese,9.0
CH7KMaJZwJMsHt4BwSMe9qMj4AAvS4HezA7r9cVYsKhv,141.0,,,,
3ArNtKnQK7AMm6Jhs4bNKraU3JTzRffDVXzwqsBQzbP3,140.0,8.4722733651422e-05,OUTLAST,outlast,9.0
Hb9jmBDACXfgdq9P2QVsxvox3yCPAihyjbEVqdC6xLFj,140.0,,,,
4LEztot8ZcF523XbqEEV96QzHxcVPQ1Y5ctnH8iHmU5G,140.0,8.42257545474661e-05,Ban,Comedian,9.0
HusZQUMQ77dcDU2BNwiwUpU8d2vfvA5r4n71S8hHuVaR,139.0,,,,
sJTATnyn9v3GZr86CG47KJ4KqpNz6tW3hPkiCUXEPNP,139.0,8.2701738266119e-05,Honey,The Bear Slayer,9.0
Ffqdkdd7h6cDKJ4uiN68gQemwxaAgAHPHsY3nJMZdA7V,139.0,1.9225722637579e-05,SUL,Sulana,9.0
BfAkuZQu31SS2JR9sH2XsQDPtSzaXQq214T3grBfpxD8,139.0,0.00011269187612801,ALONE,I Can Win Alone,9.0
5kTrhwb7CrzurY9HTEdCntoJ6c6uPpa7evivdKeKciyB,138.0,4.071192382952332e-05,ok,ok,9.0
85ZvMiq6QEusY9FtYJV35nVQ2GkoPiJZFkbH2z45LqxS,138.0,0.000115725197656195,7DOGE,汪汪队大逃亡,9.0
85LY6zCTxvn1bZ1sPj4qfSYw6hTmYGLMirbs6pGVAzu,137.0,0.001061513726608278,Adidas,AllDayIDreamAboutSwag,9.0
GWTjWsAj6fg7jfqect6iAV84NyvX4Q9xgF9vpe5N9BkH,137.0,0.000247298762914714,Asset,日本の資産,9.0
5Ei53GWnkYQatZustpgyZW3sd52oaFgJRvpAt2bxkXRX,137.0,,,,
wa2G5nSuDGsAsvNeresVXaniQNDRLgqJPUQdzyQ17Ct,137.0,,,,
41iPnLPKX5fJ9QHxhYzJsTsNRSUcQZwwFJuDDT7EcCM1,136.0,,,,
Zov8KZQLT2cU2MLWPzcoKZ7sR6MAtFZMyB8bunZSmd1,136.0,0.000418513223647758,MAN,A Eulogy for Man,9.0
CFJxm1vkhVqiZb8BaHE8GHUWXdTWi8YZaeuwG312XHkE,135.0,4.0666213208522e-05,Pampas,Pampas Cat,9.0
GnFj3U5YwGvu9wH1xhJdPmtC8V65i7KevbSLMmy9cRmU,135.0,8.2513315172137e-05,Blicky,Official Blicky Coin,9.0
7SyAW1HnLg6v3E7PdXdTAe8Cece2zRNiDS8NLkKn5Ho4,135.0,7.973176280391e-05,QUALITY,Quality Mode,9.0
7fKdE5GDBJeAasuNaGvdnyFr5dm2XrWyxsvfPUbwZyVF,135.0,,,,
6T8q53PBs3CaJdfw2jGnuT1mf3TkLyZ8b6FC7epHPtee,135.0,0.000738920079091535,NEU,Neucoin,9.0
CMXBMgUV8rqPv8UYhXL1zQhsXZZvYtA1N238KzhwgEER,135.0,,,,
8b4ymHF9Sg9T2CeWseS159kQwgcV72X87S7N8pRumU9t,134.0,0.000200434574077316,umi,umi,9.0
32TCZCyH8DLDyLk3HJpVRC5YfkS5uWP4vKhVv4qSttvY,134.0,8.4127078216239e-05,Pampas,Pampas Cat,9.0
5Ydku59bWuoNqyJusoWw1syH6p3L7VMd4GUDrgK9L3xg,134.0,,,,
Engk6CgY1vSy7dzN6tFeepktjeFCbZviE7eGRNfh5S8r,134.0,3.7665781585546e-05,helix,helix,9.0
5NNSpx27nmQs1WB3EUFoYqdaHn8TyzYqc1NCekuddqAQ,134.0,8.1796660376052e-05,DCC,Domain Chain Coin,9.0
HhYKfe4F3EbfP26kQKQCTH2zXuQRoM17CLLwfAYFQ16s,133.0,4.7314974168076e-05,Snape,Professor Niggerus Snape,9.0
7QjhATqrCXtkjH7aDmN8NkvVsQ9cYv9wKNugQfTteHen,132.0,3.908858122288e-05,Lola,Lola Bunny,9.0
DaDvWnJzUp6n6FCeDyt8DGh5vVWo5yBN5qdnMdA44MXw,132.0,0.000178935140964122,Kizuna AI,キズナアイ,9.0
H9vQA8meGqhyVDTCPuEcYv87eF1oGcwZeLbtevCMnd1g,132.0,8.398525651918e-05,PSYOPONE,PSYOPONE,9.0
H4BfWyG8zrAf2gYSb3C29PW3RgJyT8JN2577VC5ZZ4L1,132.0,0.000419076035875701,CAPTCHA,Captcha (captcha.social),9.0
ByGsNCez2cE1oEgM1vkFbQqZq9SJimBzHf3jjwh5qgof,131.0,0.000199804776945373,67POOP,67POOP,9.0
HfBfYFeAMDt3vEwr3TMQUUbKn8wWTUogjwP4RMhwt5cV,131.0,0.000158472640649757,TPD,Trump Peace Deal,9.0
3KCvwAUVEyDjCLETtvWF1vxkH319sTZotMuqVpTzQbhq,130.0,0.000420091245255348,MAN,A Eulogy for Man,9.0
Fx4JdHh6qZZf7qzKHE1kfDxgUkJr2xgdQeMEBho4zUpd,130.0,9.251019893949e-05,VNUT,The Vaping Squirrel,9.0
65AfvthJvefZfssXH8Tuvp42cM5ke4JZvhxKpNGMZn8J,130.0,2.127112533935516e-05,PATRICK,When you realize,9.0
4vnTLmguAF6pKKWdxDRyB9gB1iVigdhTthSbxBuZszTR,130.0,0.000279726832483592,Elon,The Meme Dealer,9.0
DbbHvAxKMAKv6sZaShBHhYrLv8ws8GSh6WpfTsDSsCtL,130.0,8.8176972413017e-05,CHIBI,Chibification,9.0
CHET8knd1kQUXFdhRJhoveL9cteE3aAsDapzhnHxq4k4,129.0,3.5360899621992e-05,Chicky,Chicky,9.0
GSazcQy13MfX64T2E3geMc19U3FjKhShm5LDqrzmoDkr,129.0,0.000151123053404938,LEOAI,LEOAI,9.0
CURex7yhqWsdwireaXWXrYCknU5RLurDQDuWXTL23bKZ,129.0,0.000397563497974052,SAYLUR,Mickal Saylur,9.0
8Jb1HZRHi2LDPWUWEp7FFLPxs2ZhMNDjf79wccGY8CcR,129.0,,,,
DCLh66xoR5vWied684kJSberuQgs76mk7QCHokGqFbVi,129.0,,,,
CjUvf6f4n6x9Xh6qHXNMeRivzGLgfaKEmyTe3wV4ocSx,128.0,1.2901308956711e-05,PUMPPERPS,PumpPerps,9.0
4ft4oUe9t665mT3hRZF9tUahYhVJt7XNhSXGyhHKUkSp,128.0,,,,
C7FuKXQzaeiuZ2tz34VRL5bCdBarJ2x6yjiwVLfFJXtM,128.0,8.2567565444081e-05,Pound,Stock Cat,9.0
77gA4v7pqMxARb7wpwabxDVg4Tr2QhyQynaVFsKiLthP,128.0,,,,
9sCMm1dYs6dYXUYPR4pdyWSUcT7m1YkGD4WL4wXkyUS9,128.0,1.98179844465e-06,Groucho,Groucho,9.0
3CzdY3qsipHpvQ1cHyxtAcYxsUwJsk11TEARpraDbwgH,128.0,0.000106542374121435,GROKASI,GROK ASI,9.0
6A5ji8YuomM2BUTAZrENia72nkNusDQWTeYjTq6ds8NB,127.0,0.00015102184510101149,mucron,mucron,9.0
Eo9k9ituc5KNxn3aRnQE7MQbVTNAsKtN8JEgcd9tq3vj,127.0,4.3090721974797e-05,犬,Japanese Dogs,9.0
G6XXh7bGZeJbyhk9QjcvprxVvjxhFuhbqqaHWUVpZje6,127.0,5.7912869561264e-05,synapse,synapse,9.0
65tHLoYXnN4ZYkBjDQ6EWsxyDH5cWWtJCpHMpXzAq2Ko,127.0,1.3147277504107e-05,TURTLE,The Ancient Turtle,9.0
FqT21FpJ9ozpkwBwHyBCTkckpg2ekXxWN9i76kfptjdx,127.0,9.1196380177417e-05,Pilots,The Missing Pilots,9.0
9FiZe6fs1Bx2XptWvMFQ6sCtZzyh5xjMjXMVe8YXsFoL,127.0,0.000349770704812114,ゼパ,ゼパさん,9.0
Btm9Yk5WdcBNpTnxLgYtUqiQ9DmLLp5RzKjagu4F8oy7,127.0,8.0071905947491e-05,BACKROOMS,Backrooms,9.0
67QrJbVF6iPqvB8NdTvsKGG1c3KeC1rYmbSm2UjcwiWm,127.0,,,,
E57NEXsEFaSHVS4WsNjcVyQbRCeGA1NDQEYh3MZ7eaDy,126.0,0.000119452851539814,FTH,Flying Toilet Horse,9.0
6Jf1pMQcqvaTtK1JVWEyoVqiuVCo8K2mEK8yZ2ooFP1,126.0,0.000197983167383168,Peepa,The wife of Pepe The Frog,9.0
G6MfrgeZdAg3pUZrUtUJ6SfPjtCo4rYcmVfDQaVPAM5F,126.0,9.4279547632983e-05,WhiteLion,The White Lion,9.0
74R84tUCXDJuKzXP7iKqHp5z1g4qDa7z6917N8iyzfzy,126.0,8.609573937374e-05,GOBLIN,goblin goblin goblin,9.0
9L9Wia8WARc8nh3Riw4gWRMzT3s3CxyaJjpDkrp6WUqV,125.0,,,,
7CuNp8TQYLFiiJsAy1YXErEgpMb9FP3nGkuLUryqPhzQ,125.0,,,,
PMTHehptBoc4QrVuU1Ue8js8BLQFJ1chBJJTtZH6suk,125.0,8.8597208659658e-05,MONEY,Will you support me?,9.0
GRmVjgyWTBKx1AmRrkJ7dbFs6KeE13dsGf1mioPPcpaA,125.0,0.00012826712190720365,DJT,唐纳德·J·特朗普,9.0
9RifbNVP5NSmZ88B4UrivFhZUGgHfF3bLrwciAWLwPeJ,125.0,8.2554277131508e-05,LOL,LOL,9.0
CHdNhnfpsQa5Ej48SARWd3xw6Nt8hoitZMqFygVUjeh9,125.0,7.9914278756773e-05,DeepSeekAI,DeepSeek AI Agent,9.0
GyWAj6U7npBBgXW6QMb7qzPcTytHByEgb3mHcdToMvMs,124.0,,,,
3c4d4YrFC687f6oFxC6Tfa6WTadufQENDieHBMAW4b3w,124.0,2.4621903958759e-05,UGOR,United Global Oil Reserve,9.0
BVJVHGyDGE91TdkFSGMrry5y8ZNznJHzzsbb28fjBz7T,124.0,,,,
DCNk3E7tAJxG33b63L1DqN1vSosukTwM2687TogdYvPc,124.0,7.54094265857153e-06,friendship,steadfast friendship,9.0
CTsEmDRsLtKpsxvAD2oetJnB4A39eAKhgWStugqQCCg2,124.0,8.1818655525722e-05,AMURICENS,amuricens,9.0
6cTBaRtzBoQXUvCkoNm1si3c6kALNgoKWtTVJUiXisEb,124.0,8.4416216726875e-05,GrokShark,Whatever this is,9.0
GGoUi5Rgy53gvcd5mDvAmans6Us31KGEL5BNGkL5hKrt,124.0,0.0003308057914645584,DJT,Donald Jesus Trump,9.0
2YamjYjxLj9SPG69DWhUDsC3CTwke68fmFCQGXteZdKi,124.0,0.000436254042660984,SLOWLY,slowly then all at once,9.0
3t1KvaBG92dzSJ6ZbmLnoeQotMhCe11QWo7ppckbae4n,124.0,0.000235736280857036,Alexander,Official Alexander Trump,9.0
56TKDx8ZK9sU7sihsv19or9uq8PVarfZfWn1LECoVghY,123.0,0.000406714616092829,synapse,synapse,9.0
4JgP4hmDABuFBASiCdpjrSKQasybx2it9kibWKwQLjhz,123.0,1.2997291815723e-05,OnlyFarms,OnlyFarms.gov,9.0
ET7tF81FMDKNQuEF24vGKnxCpFXL84j8NrnPtWj26b1v,123.0,,,,
3dsvyUhRCzqr73RUmSADAHnaqsuVLuGQSA4BsjsP4B6x,123.0,0.00038549167530628,Kirkski,Kirkski,9.0
22ekEDLdLhNLaPL5NPqaCTQDx4KvHNmSaEsx6yexmTto,123.0,7.5612700718256e-05,ube,ube,9.0
GSF1ZXjcZUZEgxj5cqiFtumpEU5JWHWwYxaeq9c8Hkuw,123.0,,,,
HeC6QmFoQ5oK8c23WYHuxJvWX8vC3E9Z82ta1VXGojJH,123.0,8.2315664310556e-05,Apple,Apple,9.0
AcvCBZvj2RsUuen9bgHujVP2a2C8UHNcUggZ8SJHmyJ3,122.0,8.5535503850537e-05,AlphA,Ani16z,9.0
AZa7de57ovw3naHeQWedAaQJiCieFxtW2uPzmzHVbiAQ,122.0,0.000320807855366371,VDOR,VANGUARD  OIL TOKEN,9.0
32DmU65XPicb8bkZThyARKA4LWUoMK6CkpFUFwUVUP8Z,122.0,1.4927965978659e-05,ABTC,Anime Bitcoin,9.0
